City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Sobolevo,RU,2022-07-23 05:02:46,54.4299,31.8996,65.91,74,0,1.12
277,Rosarito,MX,2022-07-23 05:02:47,32.3333,-117.0333,66.47,80,34,5.14
278,Meulaboh,ID,2022-07-23 05:02:47,4.1363,96.1285,87.15,64,88,7.43
279,Vardo,NO,2022-07-23 05:02:48,70.3705,31.1107,53.58,76,75,8.05
280,Riohacha,CO,2022-07-23 05:02:48,11.5444,-72.9072,79.36,76,72,8.95
281,Mgachi,RU,2022-07-23 05:02:48,51.05,142.2667,66.29,72,94,4.5
282,Maiduguri,NG,2022-07-23 05:00:22,11.8464,13.1603,76.01,74,100,9.46
283,Totoral,PE,2022-07-23 05:02:49,-17.4053,-70.365,56.61,46,2,1.57
284,Mogadishu,SO,2022-07-23 05:02:39,2.0371,45.3438,76.48,79,86,16.84
285,Waddan,LY,2022-07-23 05:02:50,29.1614,16.139,74.03,49,0,3.87
286,Krasnoselkup,RU,2022-07-23 05:02:50,65.7,82.4667,74.48,51,100,15.59
287,Port Blair,IN,2022-07-23 05:02:50,11.6667,92.75,80.8,82,100,9.95
288,Thompson,CA,2022-07-23 05:02:51,55.7435,-97.8558,53.76,94,100,5.75
289,Shahreza,IR,2022-07-23 05:02:51,32.0339,51.8794,86.31,18,0,1.61
290,Labuhan,ID,2022-07-23 05:02:52,-6.8844,112.2051,86.63,59,14,2.3
291,Kavieng,PG,2022-07-23 05:02:52,-2.5744,150.7967,84.74,69,18,9.62
292,Haverfordwest,GB,2022-07-23 05:02:53,51.8017,-4.9691,61.05,93,98,12.66
293,Mount Isa,AU,2022-07-23 05:02:53,-20.7333,139.5,76.77,20,0,5.75
294,Takoradi,GH,2022-07-23 05:02:54,4.8845,-1.7554,73.51,81,56,4.47
295,Mahina,PF,2022-07-23 05:02:54,-17.5065,-149.489,78.57,69,20,10.36
296,Bhan,PK,2022-07-23 05:02:55,26.5583,67.7214,90.66,59,97,4.59
297,Yaan,NG,2022-07-23 04:58:58,7.3833,8.5667,71.13,97,100,5.88
298,Cajabamba,PE,2022-07-23 05:02:55,-7.6167,-78.05,50.95,77,14,0.67
299,Port Keats,AU,2022-07-23 05:02:56,-14.25,129.55,82.92,22,26,8.39
300,Qinhuangdao,CN,2022-07-23 05:02:56,39.9317,119.5883,82.81,61,85,4.54
301,Chaiyaphum,TH,2022-07-23 05:02:56,15.75,102.0,87.8,65,100,5.37
302,Lompoc,US,2022-07-23 05:02:57,34.6391,-120.4579,59.52,85,100,21.99
303,Half Moon Bay,US,2022-07-23 05:00:29,37.4636,-122.4286,65.79,83,100,11.5
304,Rupert,US,2022-07-23 05:02:58,42.6191,-113.6772,66.15,52,0,5.75
305,Mount Gambier,AU,2022-07-23 05:02:58,-37.8333,140.7667,55.62,88,92,8.03
306,Coihaique,CL,2022-07-23 05:02:58,-45.5752,-72.0662,23.29,96,99,3.13
307,Panjab,AF,2022-07-23 05:02:59,34.388,67.0233,75.63,23,93,1.41
308,Tuatapere,NZ,2022-07-23 05:02:59,-46.1333,167.6833,44.08,82,37,3.6
309,Mahon,ES,2022-07-23 05:03:00,39.8885,4.2658,73.96,83,0,5.75
310,Isoka,ZM,2022-07-23 05:03:00,-10.1606,32.6335,54.63,80,0,0.6
311,Tual,ID,2022-07-23 05:03:01,-5.6667,132.75,78.44,78,97,14.94
312,Morehead,US,2022-07-23 05:03:01,37.2711,-87.1764,77.86,93,0,0.0
313,Puerto Suarez,BO,2022-07-23 05:03:02,-18.95,-57.8,70.18,47,2,2.33
314,Zaterechnyy,RU,2022-07-23 05:03:03,44.7931,45.2097,76.3,46,55,9.84
315,Fairbanks,US,2022-07-23 05:00:00,64.8378,-147.7164,58.01,77,100,3.0
316,Sinop,TR,2022-07-23 05:03:03,41.7711,34.8709,67.12,56,0,5.46
317,Hofn,IS,2022-07-23 05:03:04,64.2539,-15.2082,51.93,86,69,2.39
318,Novato,US,2022-07-23 04:59:50,38.1074,-122.5697,64.36,77,0,5.75
319,Powell River,CA,2022-07-23 05:03:04,49.8496,-124.5361,66.18,84,54,1.07
320,Acarau,BR,2022-07-23 05:03:05,-2.8856,-40.12,78.42,79,26,16.69
321,Roald,NO,2022-07-23 05:03:05,62.5833,6.1333,60.17,82,75,14.97
322,Khalkhal,IR,2022-07-23 05:03:06,37.6189,48.5258,65.05,54,0,5.95
323,Fortuna,US,2022-07-23 05:04:06,40.5982,-124.1573,58.93,84,24,1.99
324,Bodden Town,KY,2022-07-23 05:04:06,19.2833,-81.25,84.0,82,99,3.0
325,Guarapari,BR,2022-07-23 05:04:07,-20.6667,-40.4975,66.78,92,4,6.17
326,Malacacheta,BR,2022-07-23 05:04:07,-17.8422,-42.0767,62.4,89,91,2.33
327,Burriana,ES,2022-07-23 05:04:08,39.889,-0.085,78.67,66,13,7.96
328,Plainview,US,2022-07-23 05:04:08,40.7765,-73.4673,83.89,70,0,4.61
329,Oussouye,SN,2022-07-23 05:04:08,12.485,-16.5469,75.61,93,100,8.7
330,Hamilton,US,2022-07-23 05:04:09,39.1834,-84.5333,77.09,85,0,0.0
331,Cidreira,BR,2022-07-23 05:04:09,-30.1811,-50.2056,63.75,97,99,7.47
332,Sao Joao Da Barra,BR,2022-07-23 05:03:43,-21.6403,-41.0511,70.66,89,0,12.03
333,Wanning,CN,2022-07-23 05:03:58,18.8003,110.3967,88.0,65,1,5.64
334,Teya,RU,2022-07-23 05:04:10,60.3778,92.6267,73.06,50,53,8.7
335,Oktyabrskiy,RU,2022-07-23 05:04:11,54.4815,53.471,71.53,60,1,2.46
336,Astana,KZ,2022-07-23 05:04:11,51.1801,71.446,71.55,40,40,4.47
337,Omagari,JP,2022-07-23 05:04:11,39.45,140.4833,81.91,77,83,4.76
338,Tiznit,MA,2022-07-23 05:04:12,29.5833,-9.5,79.36,35,43,2.1
339,Tha Chang,TH,2022-07-23 05:04:12,9.2642,99.1922,87.22,83,100,2.8
340,Palmer,US,2022-07-23 05:04:13,42.1584,-72.3287,77.25,76,0,0.0
341,Concarneau,FR,2022-07-23 05:04:13,47.875,-3.9225,54.82,91,40,1.79
342,Otradnoye,RU,2022-07-23 05:04:14,59.7775,30.8181,75.04,61,25,7.92
343,Aguascalientes,MX,2022-07-23 05:04:14,21.8833,-102.3,66.15,48,0,5.75
344,Karratha,AU,2022-07-23 05:04:15,-20.7377,116.8463,77.59,44,0,15.7
345,Tadine,NC,2022-07-23 05:04:15,-21.55,167.8833,74.89,89,100,16.73
346,Ponta Do Sol,PT,2022-07-23 05:04:15,32.6667,-17.1,71.71,79,27,3.74
347,Ahipara,NZ,2022-07-23 05:04:16,-35.1667,173.1667,55.81,77,100,11.74
348,West Wendover,US,2022-07-23 05:00:28,40.7391,-114.0733,84.02,24,16,4.59
349,Zhigansk,RU,2022-07-23 05:04:17,66.7697,123.3711,65.95,56,42,11.27
350,Upernavik,GL,2022-07-23 05:04:17,72.7868,-56.1549,43.05,93,100,9.53
351,Along,IN,2022-07-23 05:04:18,28.1667,94.7667,84.29,70,100,2.06
352,Atotonilquillo,MX,2022-07-23 05:04:18,20.4,-103.1333,64.53,88,100,1.19
353,Salalah,OM,2022-07-23 05:04:18,17.0151,54.0924,77.09,94,100,6.91
354,Turukhansk,RU,2022-07-23 05:04:19,65.8167,87.9833,75.27,48,51,21.9
355,Arroyo,ES,2022-07-23 05:04:19,41.6096,-4.7969,59.59,85,0,8.05
356,Russell,US,2022-07-23 05:04:20,32.3502,-85.1999,73.96,77,50,3.76
357,Balkhash,KZ,2022-07-23 05:04:20,46.844,74.9804,84.81,21,0,13.42
358,Belmonte,BR,2022-07-23 05:04:21,-15.8631,-38.8828,70.59,86,30,6.31
359,Nushki,PK,2022-07-23 05:04:21,29.5542,66.0215,91.78,39,94,5.37
360,Riverbank,US,2022-07-23 05:04:21,37.736,-120.9355,80.38,21,0,13.8
361,Jalu,LY,2022-07-23 05:04:22,29.0331,21.5482,75.34,39,0,8.99
362,Leh,IN,2022-07-23 05:04:22,34.1667,77.5833,72.81,16,97,3.06
363,San Juan Bautista,PE,2022-07-23 05:04:23,-14.0108,-75.7358,61.03,71,52,3.04
364,Son La,VN,2022-07-23 05:04:23,21.3167,103.9,85.37,60,57,2.48
365,Tarabha,IN,2022-07-23 05:04:23,20.7333,83.65,87.42,67,100,5.1
366,Beira,MZ,2022-07-23 05:04:24,-19.8436,34.8389,65.07,89,3,4.16
367,Huilong,CN,2022-07-23 05:04:24,31.8111,121.655,93.36,63,30,15.61
368,Baturaja,ID,2022-07-23 05:05:25,-4.1333,104.1667,89.98,54,39,2.86
369,Palembang,ID,2022-07-23 05:05:25,-2.9167,104.7458,84.29,79,75,4.61
370,Sabha,LY,2022-07-23 05:05:26,27.0377,14.4283,75.87,31,0,8.77
371,Pisco,PE,2022-07-23 05:05:26,-13.7,-76.2167,53.65,87,18,2.3
372,Asau,RO,2022-07-23 05:05:26,46.4333,26.4,73.99,48,30,1.95
373,Khilok,RU,2022-07-23 05:05:27,51.3674,110.4676,74.62,43,100,10.29
374,Warman,CA,2022-07-23 05:03:21,52.3168,-106.5679,58.89,72,45,7.76
375,Flinders,AU,2022-07-23 05:05:27,-34.5833,150.8552,64.18,79,79,1.99
376,Daru,PG,2022-07-23 05:05:28,-9.0763,143.2092,79.38,84,40,13.6
377,Sterling,US,2022-07-23 05:01:09,39.0062,-77.4286,81.59,83,0,0.0
378,Agirish,RU,2022-07-23 05:05:28,61.9247,63.0231,57.63,52,99,5.08
379,Hovd,MN,2022-07-23 05:05:29,48.0056,91.6419,73.72,29,70,11.52
380,Orikum,AL,2022-07-23 05:05:29,40.3253,19.4714,80.65,51,0,3.2
381,Pauini,BR,2022-07-23 05:05:30,-7.7136,-66.9764,72.9,81,46,1.07
382,Caravelas,BR,2022-07-23 05:05:26,-17.7125,-39.2481,69.08,85,2,4.34
383,Vestmanna,FO,2022-07-23 05:05:30,62.1564,-7.1664,47.32,93,100,8.05
384,Namatanai,PG,2022-07-23 05:03:01,-3.6667,152.4333,84.07,65,17,7.87
385,Kavaratti,IN,2022-07-23 05:05:31,10.5669,72.642,81.12,78,100,18.72
386,Morada Nova,BR,2022-07-23 05:05:31,-5.1067,-38.3725,73.47,83,100,7.52
387,Nome,US,2022-07-23 05:05:32,64.5011,-165.4064,46.47,87,100,4.61
388,Lunenburg,CA,2022-07-23 05:03:21,44.3835,-64.3155,67.08,90,0,6.85
389,Tilichiki,RU,2022-07-23 05:05:32,60.4667,166.1,52.57,80,86,2.98
390,Ust-Nera,RU,2022-07-23 05:05:33,64.5667,143.2,66.34,82,100,1.97
391,Udachnyy,RU,2022-07-23 05:05:33,66.4167,112.4,72.77,49,2,4.25
392,Ambilobe,MG,2022-07-23 05:05:34,-13.2,49.05,72.46,55,0,3.96
393,Zhanakorgan,KZ,2022-07-23 05:05:34,43.9098,67.2495,100.92,13,0,12.5
394,Puerto Escondido,MX,2022-07-23 05:05:35,15.85,-97.0667,80.26,82,99,4.0
395,Garowe,SO,2022-07-23 05:05:35,8.4054,48.4845,77.83,54,5,26.96
396,Ampanihy,MG,2022-07-23 05:05:36,-24.7,44.75,64.56,58,0,5.01
397,Sorland,NO,2022-07-23 05:05:36,67.667,12.6934,51.66,87,100,14.12
398,Kenai,US,2022-07-23 05:04:07,60.5544,-151.2583,55.45,73,0,13.8
399,Pedernales,DO,2022-07-23 05:05:37,18.0384,-71.744,81.03,71,99,5.01
400,Dodoma,TZ,2022-07-23 05:05:37,-6.1722,35.7395,60.21,74,5,8.1
401,Rawson,AR,2022-07-23 05:05:37,-43.3002,-65.1023,34.77,98,100,12.08
402,Toora-Khem,RU,2022-07-23 05:05:38,52.4675,96.11,70.23,37,69,9.35
403,San-Pedro,CI,2022-07-23 05:05:38,4.7485,-6.6363,73.18,77,88,5.21
404,Kudahuvadhoo,MV,2022-07-23 05:05:38,2.6708,72.8944,83.14,72,96,15.88
405,Springbok,ZA,2022-07-23 05:05:39,-29.6643,17.8865,43.75,57,100,3.91
406,Shambu,ET,2022-07-23 05:05:39,9.5667,37.1,53.87,94,78,1.74
407,Tankara,IN,2022-07-23 05:05:40,22.6667,70.7333,84.43,73,100,17.6
408,Ukiah,US,2022-07-23 05:05:40,39.1502,-123.2078,73.29,38,0,4.61
409,Jinchang,CN,2022-07-23 05:05:41,38.4953,102.1739,86.65,12,0,6.85
410,Okhotsk,RU,2022-07-23 05:05:41,59.3833,143.3,66.33,76,50,7.94
411,Dingle,PH,2022-07-23 05:05:41,10.9995,122.6711,88.23,67,95,3.96
412,Muros,ES,2022-07-23 05:05:42,42.7762,-9.0603,63.09,80,0,10.09
413,Oksfjord,NO,2022-07-23 05:05:42,70.2396,22.3479,53.67,92,100,8.14
414,Kaitong,CN,2022-07-23 05:06:43,44.8135,123.15,85.41,48,94,4.25
415,Kargasok,RU,2022-07-23 05:06:44,59.0556,80.8572,63.39,42,32,14.9
416,Pak Phanang,TH,2022-07-23 05:06:44,8.3511,100.202,91.04,72,100,2.37
417,Manta,EC,2022-07-23 05:06:45,-0.95,-80.7333,71.38,83,40,6.91
418,Muriti,TZ,2022-07-23 05:06:45,-1.9833,32.9167,69.15,63,15,18.57
419,Jos,NG,2022-07-23 05:06:45,9.9167,8.9,62.73,97,100,4.79
420,Port-Gentil,GA,2022-07-23 05:05:47,-0.7193,8.7815,72.75,77,92,11.74
421,Esperance,AU,2022-07-23 05:06:46,-33.8667,121.9,65.48,53,4,20.76
422,Aripuana,BR,2022-07-23 05:06:46,-9.1667,-60.6333,72.19,61,6,0.4
423,Kichmengskiy Gorodok,RU,2022-07-23 05:06:47,59.9816,45.7854,73.08,63,65,6.26
424,Cartagena,CO,2022-07-23 05:04:57,10.3997,-75.5144,83.82,79,75,13.8
425,Porto Novo,BJ,2022-07-23 05:06:47,6.4965,2.6036,74.82,85,100,5.66
426,Niigata,JP,2022-07-23 05:06:19,37.9022,139.0236,76.91,86,73,12.17
427,Sakakah,SA,2022-07-23 05:06:48,29.9697,40.2064,91.63,16,4,8.66
428,El Carmen,CO,2022-07-23 05:06:48,8.5106,-73.4478,67.84,97,98,3.94
429,Bandarbeyla,SO,2022-07-23 05:06:49,9.4942,50.8122,81.48,62,9,30.36
430,Longido,TZ,2022-07-23 05:06:49,-2.7333,36.6833,59.77,77,46,6.87
431,Huarmey,PE,2022-07-23 05:06:50,-10.0681,-78.1522,61.36,89,48,7.05
432,Bom Jesus,BR,2022-07-23 05:06:50,-9.0744,-44.3586,69.57,62,86,2.39
433,Dongli,CN,2022-07-23 05:06:50,23.5656,116.8194,95.36,48,0,5.64
434,Shimoda,JP,2022-07-23 05:06:51,34.6667,138.95,88.11,67,0,16.4
435,Padang,ID,2022-07-23 05:06:51,-0.9492,100.3543,86.05,65,64,5.77
436,Gazojak,TM,2022-07-23 05:06:52,41.1875,61.4036,103.75,12,0,13.35
437,Jaisalmer,IN,2022-07-23 05:06:52,26.9147,70.9181,84.43,73,100,2.24
438,Port Hardy,CA,2022-07-23 05:06:53,50.6996,-127.4199,54.64,92,10,11.36
439,Tanout,NE,2022-07-23 05:06:53,14.9709,8.8879,82.02,59,85,8.46
440,Aklavik,CA,2022-07-23 05:03:50,68.2191,-135.0107,52.7,92,100,8.57
441,Usakos,NA,2022-07-23 05:06:54,-22.0,15.6,59.99,41,2,6.96
442,Clyde River,CA,2022-07-23 05:03:17,70.4692,-68.5914,48.45,72,60,2.98
443,Chuy,UY,2022-07-23 05:04:36,-33.6971,-53.4616,56.39,98,100,5.32
444,Carlisle,US,2022-07-23 05:02:31,40.2015,-77.1889,78.19,75,12,3.69
445,Mar Del Plata,AR,2022-07-23 05:02:25,-38.0023,-57.5575,49.08,84,92,18.99
446,Mawlaik,MM,2022-07-23 05:06:55,23.6333,94.4167,85.96,72,99,4.41
447,Nantucket,US,2022-07-23 05:06:15,41.2835,-70.0995,78.91,77,100,4.61
448,Tommot,RU,2022-07-23 05:06:56,58.9564,126.2925,88.59,41,80,5.48
449,Kamenka,RU,2022-07-23 05:06:56,51.3223,42.7678,61.34,84,67,6.64
450,Eyl,SO,2022-07-23 05:06:56,7.9803,49.8164,81.66,53,10,25.79
451,Manokwari,ID,2022-07-23 05:06:57,-0.8667,134.0833,82.85,75,21,10.16
452,Saint-Joseph,RE,2022-07-23 05:06:57,-21.3667,55.6167,70.21,79,25,14.54
453,San Isidro,PE,2022-07-23 05:06:58,-12.1167,-77.05,58.59,82,100,3.44
454,Aykhal,RU,2022-07-23 05:06:58,66.0,111.5,73.56,44,15,8.43
455,Torres,BR,2022-07-23 05:05:06,-29.3353,-49.7269,66.83,89,88,3.36
456,Poum,NC,2022-07-23 05:06:59,-20.2333,164.0167,75.6,84,51,4.79
457,Chicama,PE,2022-07-23 05:06:59,-7.8447,-79.1469,59.54,89,38,3.27
458,Suda,RU,2022-07-23 05:07:00,59.1525,37.5582,71.71,61,14,5.06
459,Manakara,MG,2022-07-23 05:07:00,-22.1333,48.0167,64.0,93,35,4.9
460,Saint-Michel-Des-Saints,CA,2022-07-23 05:03:18,46.6834,-73.9159,64.94,86,28,3.58
461,Paredon,MX,2022-07-23 05:08:01,16.0333,-93.8667,80.28,79,86,2.95
462,San Policarpo,PH,2022-07-23 05:08:01,12.1791,125.5072,85.17,71,92,6.17
463,Los Llanos De Aridane,ES,2022-07-23 05:08:02,28.6585,-17.9182,73.13,72,75,10.36
464,Nalut,LY,2022-07-23 05:08:02,30.3333,10.85,74.17,35,0,10.38
465,Sheridan,US,2022-07-23 05:08:03,44.8333,-106.9173,77.92,23,0,13.8
466,Port Macquarie,AU,2022-07-23 05:03:56,-31.4333,152.9167,62.89,71,44,11.92
467,Hualmay,PE,2022-07-23 05:06:32,-11.0964,-77.6139,60.3,88,37,7.2
468,Zaragoza,ES,2022-07-23 05:03:06,41.6561,-0.8773,69.03,69,0,13.8
469,Saint Anthony,US,2022-07-23 05:03:18,45.0205,-93.218,77.83,73,0,3.44
470,Fayaoue,NC,2022-07-23 05:08:04,-20.65,166.5333,75.56,83,100,19.44
471,Ferrol,ES,2022-07-23 05:08:04,43.4832,-8.2369,63.27,86,3,6.51
472,Zhob,PK,2022-07-23 05:08:05,31.3411,69.4481,77.61,67,88,6.15
473,Xinyang,CN,2022-07-23 05:05:19,32.1228,114.0656,83.95,60,95,2.35
474,Melo,UY,2022-07-23 05:08:06,-32.3667,-54.1833,59.2,98,100,6.11
475,Moroni,KM,2022-07-23 05:08:06,-11.7022,43.2551,74.66,70,1,7.29
476,Umea,SE,2022-07-23 05:08:06,63.8284,20.2597,55.33,71,0,9.22
477,Corinto,GR,2022-07-23 05:08:07,37.9407,22.9573,82.89,41,0,3.22
478,San Ramon De La Nueva Oran,AR,2022-07-23 05:08:07,-23.1322,-64.326,61.43,72,81,2.71
479,Kahului,US,2022-07-23 05:08:08,20.8947,-156.47,78.84,74,0,20.71
480,Dongsheng,CN,2022-07-23 05:08:08,39.8161,109.9776,81.12,18,0,11.45
481,Buckeye,US,2022-07-23 05:07:47,33.3703,-112.5838,105.82,23,94,10.18
482,Kayerkan,RU,2022-07-23 05:08:09,69.3497,87.7602,78.53,34,20,9.64
483,Kipushi,CD,2022-07-23 05:08:09,-11.7667,27.2333,52.79,73,5,4.85
484,Gizo,SB,2022-07-23 05:08:10,-8.103,156.8419,83.7,70,11,6.35
485,Barstow,US,2022-07-23 05:08:10,34.8986,-117.0228,92.39,10,42,13.69
486,Huittinen,FI,2022-07-23 05:08:10,61.1833,22.7,66.42,95,100,6.46
487,Papara,BR,2022-07-23 05:08:11,-3.9839,-38.7273,75.6,89,76,5.75
488,Ulladulla,AU,2022-07-23 05:08:11,-35.35,150.4667,59.63,72,85,3.51
489,Vestmannaeyjar,IS,2022-07-23 05:08:12,63.4427,-20.2734,51.39,91,100,1.28
490,Marzuq,YE,2022-07-23 05:08:12,14.4,46.4667,79.52,55,42,8.88
491,Faanui,PF,2022-07-23 05:08:13,-16.4833,-151.75,78.76,74,9,10.6
492,Myaundzha,RU,2022-07-23 05:08:13,63.0494,147.1858,74.37,47,86,8.97
493,Abaete,BR,2022-07-23 05:08:13,-19.16,-45.4458,60.13,55,1,1.57
494,Kloulklubed,PW,2022-07-23 05:08:14,7.0419,134.2556,81.1,75,100,10.33
495,Warri,NG,2022-07-23 05:08:14,5.5167,5.75,73.92,92,100,3.29
496,San Quintin,MX,2022-07-23 05:08:15,30.4833,-115.95,66.18,84,21,6.69
497,Alice Springs,AU,2022-07-23 05:08:06,-23.7,133.8833,80.15,12,0,6.91
498,Toccoa,US,2022-07-23 05:08:15,34.5773,-83.3324,78.37,92,0,0.0
499,Paramonga,PE,2022-07-23 05:08:16,-10.6667,-77.8333,60.66,89,40,5.14
500,Necochea,AR,2022-07-23 05:05:09,-38.5473,-58.7368,42.4,89,52,9.53
501,Karoi,ZW,2022-07-23 05:08:16,-16.8099,29.6925,50.58,77,3,5.73
502,Vao,NC,2022-07-23 05:08:17,-22.6667,167.4833,73.4,92,100,26.17
503,Hay River,CA,2022-07-23 05:08:17,60.8156,-115.7999,57.47,70,31,9.4
504,La Paz,BO,2022-07-23 05:06:34,-16.5,-68.15,33.78,43,36,5.75
505,Buala,SB,2022-07-23 05:08:18,-8.145,159.5921,84.18,67,27,5.95
506,Krapivinskiy,RU,2022-07-23 05:09:18,54.9992,86.8133,61.57,86,95,8.14
507,Fushun,CN,2022-07-23 05:09:19,41.8558,123.9233,80.31,76,100,10.18
508,Tinguindin,MX,2022-07-23 05:09:19,19.75,-102.4833,61.05,93,100,3.76
509,Yerbogachen,RU,2022-07-23 05:09:20,61.2767,108.0108,76.78,43,100,12.62
510,Liverpool,GB,2022-07-23 05:09:21,53.4106,-2.9779,57.38,93,0,6.91
511,Alexandria,EG,2022-07-23 05:09:21,31.2156,29.9553,78.33,72,5,7.99
512,Queenstown,ZA,2022-07-23 05:09:21,-31.8976,26.8753,51.4,50,96,5.23
513,Hami,CN,2022-07-23 05:09:22,42.8,93.45,99.07,10,0,8.43
514,Nurota,UZ,2022-07-23 05:09:22,40.5614,65.6886,103.3,11,0,16.2
515,Katsuura,JP,2022-07-23 05:09:23,35.1333,140.3,82.72,71,0,19.28
516,Bima,ID,2022-07-23 05:06:10,-8.4667,118.7167,89.1,41,52,7.36
517,Chimbote,PE,2022-07-23 05:09:24,-9.0853,-78.5783,61.29,88,46,4.38
518,Superior,US,2022-07-23 05:09:24,46.7208,-92.1041,71.49,83,0,9.22
519,Ustye,RU,2022-07-23 05:09:25,59.6304,39.736,70.25,61,23,5.08
520,Piacabucu,BR,2022-07-23 05:09:25,-10.4056,-36.4344,72.18,86,85,6.69
521,Abaza,RU,2022-07-23 05:09:26,52.655,90.0928,63.0,74,99,3.98
522,Lazaro Cardenas,MX,2022-07-23 05:09:26,17.9583,-102.2,79.39,83,100,3.11
523,Gondanglegi,ID,2022-07-23 05:09:27,-7.7479,112.0132,84.33,64,82,16.33
524,Galveston,US,2022-07-23 05:09:27,29.3669,-94.9669,84.96,81,62,1.99
525,Nuuk,GL,2022-07-23 05:09:28,64.1835,-51.7216,43.41,93,47,6.91
526,Bontang,ID,2022-07-23 05:09:28,0.1333,117.5,80.98,77,99,8.52
527,Novyy Urgal,RU,2022-07-23 05:09:29,51.0736,132.5642,75.83,50,75,3.76
528,Sao Joaquim,BR,2022-07-23 05:09:29,-28.2939,-49.9317,54.37,81,100,2.39
529,Beisfjord,NO,2022-07-23 05:09:29,68.3751,17.5988,55.04,97,100,4.76
530,Taltal,CL,2022-07-23 05:09:30,-25.4,-70.4833,56.53,85,100,0.65
531,Velyka Bilozerka,UA,2022-07-23 05:09:30,47.2776,34.7062,68.2,63,0,13.8
532,Chilliwack,CA,2022-07-23 05:08:36,49.1747,-121.9443,66.11,75,23,1.3
533,Itoman,JP,2022-07-23 05:09:31,26.1247,127.6694,91.78,74,75,11.5
534,Camocim,BR,2022-07-23 05:09:31,-2.9022,-40.8411,75.76,81,37,10.38
535,Arman,RU,2022-07-23 05:09:32,59.7,150.1667,75.02,71,67,5.88
536,Khorixas,NA,2022-07-23 05:09:32,-20.3667,14.9667,61.65,41,0,7.38
537,Batagay-Alyta,RU,2022-07-23 05:09:33,67.8006,130.4114,71.49,40,8,17.96
538,Milkovo,RU,2022-07-23 05:09:33,54.7167,158.6167,70.56,54,54,1.7
539,Lingao,CN,2022-07-23 05:09:34,19.9103,109.6859,87.58,70,25,7.38
540,Maymyo,MM,2022-07-23 05:09:34,22.0333,96.4667,74.14,81,100,3.89
541,Cedar City,US,2022-07-23 05:09:34,37.6775,-113.0619,81.57,24,0,5.75
542,Ambulu,ID,2022-07-23 05:09:35,-8.345,113.6058,80.83,75,40,11.5
543,Griffith,US,2022-07-23 05:09:35,41.5284,-87.4237,78.66,73,0,5.75
544,Santa Maria,BR,2022-07-23 05:09:36,-29.6842,-53.8069,63.01,97,86,3.71
545,Auki,SB,2022-07-23 05:09:36,-8.7676,160.7034,82.67,72,19,1.88
546,Kanniyakumari,IN,2022-07-23 05:09:37,8.0833,77.5667,82.06,73,99,20.29
547,Husavik,IS,2022-07-23 05:09:33,66.0449,-17.3389,47.41,91,18,1.48
548,Stadskanaal,NL,2022-07-23 05:09:37,52.9833,6.95,59.92,86,28,1.01
549,Freeport,US,2022-07-23 05:09:38,40.6576,-73.5832,85.96,70,0,8.05
550,Baherden,TM,2022-07-23 05:10:38,38.4362,57.4316,91.44,41,3,4.5
551,Verkhoyansk,RU,2022-07-23 05:10:39,67.5447,133.385,79.65,42,47,9.69
552,Pagudpud,PH,2022-07-23 05:10:39,18.5616,120.7868,89.33,66,18,5.97
553,Maniitsoq,GL,2022-07-23 05:10:40,65.4167,-52.9,44.98,82,100,4.38
